name,address,tax_id,incorporation_date,phone,email,company_type,status,field_of_business,hosocongty_url,masothue_url,scraping_time
CÔNG TY TNHH MỘT THÀNH VIÊN VIỆT SIGNALS,"114 Nguyễn Lâm, Phường 3, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",0312449714,09/09/2013,0835101404,,Công ty TNHH một thành viên,,Quảng cáo,https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-viet-signals-com-1413.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-viet-signals-mst-0312449714.html,2024-08-11 00:14:46
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ MỘC NGUYÊN,"70/23/11 Đô Đốc Long, Phường Tân Quý, Quận Tân phú, Thành phố Hồ Chí Minh, Việt Nam",0312449707,09/09/2013,0878996763,,,,(Mã ngành cũ) - Xây dựng nhà các loại,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-moc-nguyen-com-1414.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-moc-nguyen-mst-0312449707.html,2024-08-11 00:14:50
CÔNG TY TNHH DINH DƯỠNG ĐỘNG VẬT CHEN,"135/4 Hà Tôn Quyền, Phường 4, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",0312449697,09/09/2013,0822286515,,,,"Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống",https://hosocongty.vn/cong-ty-tnhh-dinh-duong-dong-vat-chen-com-1415.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dinh-duong-dong-vat-chen-mst-0312449697.html,2024-08-11 00:14:54
CÔNG TY TNHH TƯ VẤN DU HỌC SÀI GÒN,"15A út Tịch, Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",0312449672,09/09/2013,0838117075,,,,Dịch vụ hỗ trợ giáo dục,https://hosocongty.vn/cong-ty-tnhh-tu-van-du-hoc-sai-gon-com-1416.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-tu-van-du-hoc-sai-gon-mst-0312449672.html,2024-08-11 00:15:06
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ THỊNH AN,"445 Lê Trọng Tấn, Phường Sơn Kỳ, Quận Tân phú, Thành phố Hồ Chí Minh, Việt Nam",0312449538,06/09/2013,0908325323,,,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-tnhh-dau-tu-thuong-mai-dich-vu-thinh-an-com-1429.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dau-tu-thuong-mai-dich-vu-thinh-an-mst-0312449538.html,2024-08-11 00:15:11
CÔNG TY TNHH DỊCH VỤ VẬN TẢI VÀ DU LỊCH ANH KIỆT,"49/3 Đường 47, Khu phố 6, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",0312449295,06/09/2013,(08)54225924,,,,Vận tải hàng hoá bằng đường bộ,https://hosocongty.vn/cong-ty-tnhh-dich-vu-van-tai-va-du-lich-anh-kiet-com-1441.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dich-vu-van-tai-va-du-lich-anh-kiet-mst-0312449295.html,2024-08-11 00:15:14
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NGUYỄN HỒNG,"F3/44/68 ấp 6, Xã Hưng Long, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",0312449288,06/09/2013,083654967,,,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-nguyen-hong-com-1442.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-nguyen-hong-mst-0312449288.html,2024-08-11 00:15:18
CÔNG TY TNHH QUẢNG CÁO VÀ TIẾP THỊ THIÊN AN,"Phòng 04.22B Officetel Sunrise City View, Số 33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",0312449111,09/09/2013,0862638195,,,,Tổ chức giới thiệu và xúc tiến thương mại,https://hosocongty.vn/cong-ty-tnhh-quang-cao-va-tiep-thi-thien-an-com-1453.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-quang-cao-va-tiep-thi-thien-an-mst-0312449111.html,2024-08-11 00:15:22
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI XUẤT NHẬP KHẨU BẢO KHANG,"1069 Phan Văn Trị, Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312449104,09/09/2013,0873015015,,,,Vận tải hàng hoá bằng đường bộ,https://hosocongty.vn/cong-ty-tnhh-dau-tu-thuong-mai-xuat-nhap-khau-bao-khang-com-1454.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dau-tu-thuong-mai-xuat-nhap-khau-bao-khang-mst-0312449104.html,2024-08-11 00:15:30
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XỬ LÝ MÔI TRƯỜNG TÀI ĐỨC PHÁT,"31/5 đường Làng Tăng Phú, khu phố 4, Phường Tăng Nhơn Phú A, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",0312449094,09/09/2013,0909658749,,,,Bán buôn chuyên doanh khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-xu-ly-moi-truong-tai-duc-phat-com-1455.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-xu-ly-moi-truong-tai-duc-phat-mst-0312449094.html,2024-08-11 00:15:32
CÔNG TY TNHH VẬN TẢI DU LỊCH HÀ VINH,"85 Tây Sơn, Phường Tân Quý, Quận Tân phú, Thành phố Hồ Chí Minh, Việt Nam",0312449087,09/09/2013,,,,,Vận tải hàng hoá bằng đường bộ,https://hosocongty.vn/cong-ty-tnhh-van-tai-du-lich-ha-vinh-com-1456.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-van-tai-du-lich-ha-vinh-mst-0312449087.html,2024-08-11 00:15:36
CÔNG TY TNHH THIẾT KẾ KIẾN TRÚC XÂY DỰNG VIÊN THÀNH PHÁT,"777 Trần Hưng Đạo, Phường 01, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",0312449062,09/09/2013,0932222357,,,,Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan,https://hosocongty.vn/cong-ty-tnhh-thiet-ke-kien-truc-xay-dung-vien-thanh-phat-com-1457.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thiet-ke-kien-truc-xay-dung-vien-thanh-phat-mst-0312449062.html,2024-08-11 00:15:38
CÔNG TY TNHH THẢM ĐA NĂNG,"66C Phó Đức Chính, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312449055,06/09/2013,(08)39151757,,,,"Bán buôn vải, hàng may sẵn, giày dép",https://hosocongty.vn/cong-ty-tnhh-tham-da-nang-com-1458.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-tham-da-nang-mst-0312449055.html,2024-08-11 00:15:42
CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ LÊ DUY BẢO,"92B17/39 Tôn Thất Thuyết, phường 15, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",0312449048,06/09/2013,0839401493,,Công ty TNHH một thành viên,,Hoạt động vui chơi giải trí khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-thuong-mai-dich-vu-le-duy-bao-com-1459.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-thuong-mai-dich-vu-le-duy-bao-mst-0312449048.html,2024-08-11 00:16:02
CÔNG TY TNHH SẢN XUẤT NAM SUNG,"25/8 Tổ 3, ấp Bắc Lân, Xã Bà Điểm, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",0312448848,06/09/2013,0902976007,,,,(Mã ngành cũ) - Sản xuất hàng may sẵn (trừ trang phục),https://hosocongty.vn/cong-ty-tnhh-san-xuat-nam-sung-com-1460.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-san-xuat-nam-sung-mst-0312448848.html,2024-08-11 00:16:06
CÔNG TY TNHH SẢN XUẤT MỸ PHẨM SẮC ĐẸP KHANG,"30 đường số 9, Khu dân cư Phong Phú, Xã Phong Phú, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",0312448799,06/09/2013,,,,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-tnhh-san-xuat-my-pham-sac-dep-khang-com-1461.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-san-xuat-my-pham-sac-dep-khang-mst-0312448799.html,2024-08-11 00:16:29
CÔNG TY TNHH TƯ VẤN VÀ XÂY DỰNG GIA PHONG,"88/38 Đường TA10, Khu phố 3, phường Thới An, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",0312448742,06/09/2013,0909295290,,,,(Mã ngành cũ) - Xây dựng công trình kỹ thuật dân dụng khác,https://hosocongty.vn/cong-ty-tnhh-tu-van-va-xay-dung-gia-phong-com-1464.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-tu-van-va-xay-dung-gia-phong-mst-0312448742.html,2024-08-11 00:17:03
CÔNG TY TNHH DTD DELIVERY,"216/1 Nguyễn Văn Công, Phường 3, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312448781,06/09/2013,0984400890,,,,Chuyển phát,https://hosocongty.vn/cong-ty-tnhh-dtd-delivery-com-1462.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dtd-delivery-mst-0312448781.html,2024-08-11 00:17:03
CÔNG TY TNHH VIETNAM LINK,"133B Hoa Lan, Phường 02, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",0312449263,06/09/2013,0835172446,,,,Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải,https://hosocongty.vn/cong-ty-tnhh-vietnam-link-com-1443.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-vietnam-link-mst-0312449263.html,2024-08-11 00:17:03
CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU ÂU VIỆT MỸ,"129/2C Nguyên Hồng, Phường 11, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",0312448774,06/09/2013,0915233939,,,,Bán buôn đồ uống,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-xuat-nhap-khau-au-viet-my-com-1463.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-xuat-nhap-khau-au-viet-my-mst-0312448774.html,2024-08-11 00:17:03
CÔNG TY TNHH XÂY DỰNG THƯƠNG MẠI DỊCH VỤ C.A.O,"460-460A Mã Lò, Phường Bình Hưng Hòa A, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",0312449256,09/09/2013,0936218248,,,,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng",https://hosocongty.vn/cong-ty-tnhh-xay-dung-thuong-mai-dich-vu-cao-com-1444.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-xay-dung-thuong-mai-dich-vu-cao-mst-0312449256.html,2024-08-11 00:17:17
CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ TÂN BÌNH,"11 Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",0312449249,06/09/2013,0987639377,,Công ty cổ phần,,"Bán lẻ thuốc, dụng cụ y tế, mỹ phẩm và vật phẩm vệ sinh trong các cửa hàng chuyên doanh",https://hosocongty.vn/cong-ty-co-phan-thiet-bi-y-te-tan-binh-com-1445.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-thiet-bi-y-te-tan-binh-mst-0312449249.html,2024-08-11 00:17:19
CÔNG TY TNHH XUẤT NHẬP KHẨU HƯNG PHÁT METAL,"119/4E Đường HT45, Khu phố 1, phường Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",0312449231,06/09/2013,0978571111,,,,Bán buôn chuyên doanh khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-xuat-nhap-khau-hung-phat-metal-com-1446.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-xuat-nhap-khau-hung-phat-metal-mst-0312449231.html,2024-08-11 00:17:23
CÔNG TY TNHH XUẤT NHẬP KHẨU MAY YOUNG JIN,"10/8B Bàu Giã, tổ 2, ấp Cây Da, Xã Tân Phú Trung, Huyện Củ Chi, Thành phố Hồ Chí Minh, Việt Nam",0312449224,06/09/2013,0837966802,,,,"Bán buôn vải, hàng may sẵn, giày dép",https://hosocongty.vn/cong-ty-tnhh-xuat-nhap-khau-may-young-jin-com-1447.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-xuat-nhap-khau-may-young-jin-mst-0312449224.html,2024-08-11 00:17:27
CÔNG TY TNHH ĐỨC VIỆT QUỐC TẾ VIỆT NAM,"Lầu 10, 19, 19/2A Hồ Văn Huê, Phường 09, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",0312449168,06/09/2013,+8438206046,,,,"Bán buôn máy móc, thiết bị và phụ tùng máy khác",https://hosocongty.vn/cong-ty-tnhh-duc-viet-quoc-te-viet-nam-com-1448.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-duc-viet-quoc-te-viet-nam-mst-0312449168.html,2024-08-11 00:17:31
DOANH NGHIỆP TƯ NHÂN KINH DOANH VÀNG NGỌC TRINH,"338 Nguyễn Duy Dương, Phường 09, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",0312449150,11/09/2013,0838347698,,Doanh nghiệp tư nhân,,Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh,https://hosocongty.vn/doanh-nghiep-tu-nhan-kinh-doanh-vang-ngoc-trinh-com-1449.htm,https://thuvienphapluat.vn/ma-so-thue/doanh-nghiep-tu-nhan-kinh-doanh-vang-ngoc-trinh-mst-0312449150.html,2024-08-11 00:17:38
CÔNG TY TNHH NHA KHOA HÀN LÂM,"202 Trần Quý, Phường 6, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",0312449129,06/09/2013,,,,,"Hoạt động của các phòng khám đa khoa, chuyên khoa và nha khoa",https://hosocongty.vn/cong-ty-tnhh-nha-khoa-han-lam-com-1452.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-nha-khoa-han-lam-mst-0312449129.html,2024-08-11 00:17:42
CÔNG TY CỔ PHẦN THỐNG NHẤT ĐÔNG DƯƠNG,"172/194/30/14 An Dương Vương, Phường 16, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",0312449136,06/09/2013,0908908612,,Công ty cổ phần,,Hoạt động hỗ trợ dịch vụ tài chính chưa được phân vào đâu,https://hosocongty.vn/cong-ty-co-phan-thong-nhat-dong-duong-com-1451.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-thong-nhat-dong-duong-mst-0312449136.html,2024-08-11 00:18:02
CÔNG TY TNHH MỘT THÀNH VIÊN NHÀ HÀNG CHAY PHẠM GIA,"155 Nguyễn Trọng Tuyển, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",0312449513,09/09/2013,,,Công ty TNHH một thành viên,,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-nha-hang-chay-pham-gia-com-1431.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-nha-hang-chay-pham-gia-mst-0312449513.html,2024-08-11 00:18:05
CÔNG TY TNHH LỮ HÀNH HỒNG DANH,"Số 10 đường Lê Văn Tách, Tổ 43, Phường Linh Tây, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",0312449520,06/09/2013,,,,,Điều hành tua du lịch,https://hosocongty.vn/cong-ty-tnhh-lu-hanh-hong-danh-com-1430.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-lu-hanh-hong-danh-mst-0312449520.html,2024-08-11 00:18:08
CÔNG TY TNHH THƯƠNG MẠI HOÀNG PHƯƠNG LIÊN,"91 Cống Lở, Phường 15, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",0312449506,09/09/2013,0984393058,,,,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng",https://hosocongty.vn/cong-ty-tnhh-thuong-mai-hoang-phuong-lien-com-1432.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-hoang-phuong-lien-mst-0312449506.html,2024-08-11 00:18:10
CÔNG TY TNHH TƯ VẤN GIÁO DỤC DIÊN HỒNG,"Phòng 1901, Tòa nhà Saigon Trade Center, Số 37 Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312449496,06/09/2013,0839257452,,,,"Bán buôn máy vi tính, thiết bị ngoại vi và phần mềm",https://hosocongty.vn/cong-ty-tnhh-tu-van-giao-duc-dien-hong-com-1433.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-tu-van-giao-duc-dien-hong-mst-0312449496.html,2024-08-11 00:18:35
CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI DỊCH VỤ DẦU NHỚT HẢI ÂU,"412/5 đường Nguyễn Văn Quá, Khu phố 4, phường Đông Hưng Thuận, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",0312449489,06/09/2013,0932024602,,,,"Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan",https://hosocongty.vn/cong-ty-trach-nhiem-huu-han-thuong-mai-dich-vu-dau-nhot-hai-au-com-1434.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-trach-nhiem-huu-han-thuong-mai-dich-vu-dau-nhot-hai-au-mst-0312449489.html,2024-08-11 00:18:46
CÔNG TY TNHH THƯƠNG MẠI ĐẦU TƯ XÂY DỰNG TÂN KHÁNH NAM,"C5/183/1 Vườn Thơm, ấp 3, Xã Bình Lợi, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",0312449471,06/09/2013,0917169977,,,,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng",https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dau-tu-xay-dung-tan-khanh-nam-com-1435.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dau-tu-xay-dung-tan-khanh-nam-mst-0312449471.html,2024-08-11 00:18:50
CÔNG TY CỔ PHẦN CÔNG NGHỆ TRUYỀN THÔNG QUỐC TẾ GIỜ VÀNG,"1B Trương Quốc Dung, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",0312449464,06/09/2013,,,Công ty cổ phần,,Tổ chức giới thiệu và xúc tiến thương mại,https://hosocongty.vn/cong-ty-co-phan-cong-nghe-truyen-thong-quoc-te-gio-vang-com-1436.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-cong-nghe-truyen-thong-quoc-te-gio-vang-mst-0312449464.html,2024-08-11 00:18:54
CÔNG TY TNHH DEUTSCHES ECK GERMAN CORNER,"A-003 Nguyễn Văn Linh, Khu Phố Hưng Vượng, R16, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",0312449457,06/09/2013,0838360810,,,,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,https://hosocongty.vn/cong-ty-tnhh-deutsches-eck-german-corner-com-1437.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-deutsches-eck-german-corner-mst-0312449457.html,2024-08-11 00:18:58
CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ TRỊNH QUANG,"43 đường C2, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",0312449432,09/09/2013,0903143713,,Công ty TNHH một thành viên,,Hoạt động thiết kế chuyên dụng,https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-thuong-mai-dich-vu-trinh-quang-com-1438.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-thuong-mai-dich-vu-trinh-quang-mst-0312449432.html,2024-08-11 00:19:17
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HOÀNG DŨNG TRẦN,"20 Đường 33, Khu phố 2, Phường An Khánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",0312449425,09/09/2013,0838786271,,,,(Mã ngành cũ) - Xây dựng nhà các loại,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-hoang-dung-tran-com-1439.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-hoang-dung-tran-mst-0312449425.html,2024-08-11 00:19:21
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ NAM HÀN,"Số LL7 Đường Tam Đảo, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",0312449305,06/09/2013,(08)39797123,,,,(Mã ngành cũ) - Xây dựng nhà các loại,https://hosocongty.vn/cong-ty-tnhh-dau-tu-thuong-mai-dich-vu-nam-han-com-1440.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-xay-dung-thuong-mai-dich-vu-nam-han-mst-0312449305.html,2024-08-11 00:19:25
CÔNG TY CỔ PHẦN TÉP BẠC,"35 Nguyễn Thông, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0312448735,07/09/2013,0915 761 594,,Công ty cổ phần,,Quảng cáo,https://hosocongty.vn/cong-ty-co-phan-tep-bac-com-1465.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-tep-bac-mst-0312448735.html,2024-08-11 00:19:27
DOANH NGHIỆP TƯ NHÂN THƯƠNG MẠI HẠNH DUNG SÀI GÒN,"Số 03-05, đường số 06, Phường Bình Hưng Hòa B, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",0312448728,12/09/2013,84942935555,,Doanh nghiệp tư nhân,,"Bán lẻ lương thực, thực phẩm, đồ uống, thuốc lá, thuốc lào chiếm tỷ trọng lớn trong các cửa hàng kinh doanh tổng hợp",https://hosocongty.vn/doanh-nghiep-tu-nhan-thuong-mai-hanh-dung-sai-gon-com-1466.htm,https://thuvienphapluat.vn/ma-so-thue/doanh-nghiep-tu-nhan-thuong-mai-hanh-dung-sai-gon-mst-0312448728.html,2024-08-11 00:19:33
CÔNG TY TNHH THƯƠNG MẠI QUỐC TẾ KẾT NỐI MỚI,"82/6/25 Lý Chính Thắng, Phường 08, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0312448502,06/09/2013,0838469532,,,,"Bán buôn vải, hàng may sẵn, giày dép",https://hosocongty.vn/cong-ty-tnhh-thuong-mai-quoc-te-ket-noi-moi-com-1477.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-quoc-te-ket-noi-moi-mst-0312448502.html,2024-08-11 00:19:34
CÔNG TY TNHH THIẾT BỊ KỸ THUẬT PHÚ HANH,"92 Đường 26/3 Khu phố 10, Phường Bình Hưng Hòa, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",0312448485,06/09/2013,,,,,"Bán buôn máy móc, thiết bị và phụ tùng máy",https://hosocongty.vn/cong-ty-tnhh-thiet-bi-ky-thuat-phu-hanh-com-1478.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thiet-bi-ky-thuat-phu-hanh-ntnn-mst-0312448485.html,2024-08-11 00:19:42
CÔNG TY TNHH CITELUM VIỆT NAM,"Tòa nhà MB.AMC 538 Cách Mạng Tháng Tám, Phường 11, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0312448460,06/09/2013,,,,,"Lắp đặt hệ thống điện, hệ thống cấp thoát nước và lắp đặt xây dựng khác",https://hosocongty.vn/cong-ty-tnhh-citelum-viet-nam-com-1479.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-citelum-viet-nam-ntnn-mst-0312448460.html,2024-08-11 00:19:45
CÔNG TY TNHH LIVING PLACE,"Lầu 1 Tòa nhà Anpha 151 Nguyễn Đình Chiểu, Phường 06, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0312448446,06/09/2013,0839309124,,,,Dịch vụ hỗ trợ giáo dục,https://hosocongty.vn/cong-ty-tnhh-living-place-com-1480.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-living-place-mst-0312448446.html,2024-08-11 00:20:03
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ PHƯƠNG MỸ AN,"18/9 Huỳnh Văn Nghệ, Phường 15, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",0312448439,06/09/2013,0984527833,,,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-phuong-my-an-com-1481.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-phuong-my-an-mst-0312448439.html,2024-08-11 00:20:07
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ AN CHI PHƯƠNG,"5/31 Nguyễn Cửu Đàm, Phường Tân Sơn Nhì, Quận Tân phú, Thành phố Hồ Chí Minh, Việt Nam",0312448421,06/09/2013,0908872079,,,,Hoạt động tư vấn quản lý,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-an-chi-phuong-com-1482.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-an-chi-phuong-mst-0312448421.html,2024-08-11 00:20:10
CÔNG TY TNHH TÙNG LỘC PHÁT,"417 Quang Trung, Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312448414,06/09/2013,,,,,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng",https://hosocongty.vn/cong-ty-tnhh-tung-loc-phat-com-1483.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-tung-loc-phat-mst-0312448414.html,2024-08-11 00:20:13
CÔNG TY TNHH KỸ THUẬT THƯƠNG MẠI DỊCH VỤ THIÊN TRÚC,"Số 9 Đường 12, Phường Long Thạnh Mỹ, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",0312448397,06/09/2013,0903663254,,,,Bán buôn kim loại và quặng kim loại,https://hosocongty.vn/cong-ty-tnhh-ky-thuat-thuong-mai-dich-vu-thien-truc-com-1484.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-ky-thuat-thuong-mai-dich-vu-thien-truc-mst-0312448397.html,2024-08-11 00:20:39
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ NAM HÀ,"42/22F Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",0312448333,09/09/2013,0835119239,,,,"Bán buôn máy vi tính, thiết bị ngoại vi và phần mềm",https://hosocongty.vn/cong-ty-tnhh-dau-tu-thuong-mai-va-dich-vu-nam-ha-com-1485.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dau-tu-thuong-mai-va-dich-vu-nam-ha-mst-0312448333.html,2024-08-11 00:20:51
